city;county;county_code;km;id_fan
Seusa                                  ;Alba           ;AB;0;10145
Sfarcea                                ;Alba           ;AB;55;22132
Sfoartea                               ;Alba           ;AB;43;27691
Sibot                                  ;Alba           ;AB;35;18528
Sicoiesti                              ;Alba           ;AB;0;22133
Silea                                  ;Alba           ;AB;40;22208
Silivas                                ;Alba           ;AB;35;26932
Simocesti                              ;Alba           ;AB;0;27692
Simulesti                              ;Alba           ;AB;32;27693
Snide                                  ;Alba           ;AB;46;10147
Soal                                   ;Alba           ;AB;0;22134
Soharu                                 ;Alba           ;AB;0;22135
Sohodol                                ;Alba           ;AB;0;10148
Sohodol (Albac)                        ;Alba           ;AB;24;22136
Soicesti                               ;Alba           ;AB;23;22137
Soimus                                 ;Alba           ;AB;39;27694
Sona                                   ;Alba           ;AB;45;26650
Sorlita                                ;Alba           ;AB;0;22138
Spalnaca                               ;Alba           ;AB;40;22209
Spatac                                 ;Alba           ;AB;50;10149
Spring                                 ;Alba           ;AB;25;18529
Stalnisoara                            ;Alba           ;AB;31;27695
Stana de Mures                         ;Alba           ;AB;39;22210
Stanesti                               ;Alba           ;AB;23;27696
Stauini                                ;Alba           ;AB;15;27697
Stefanca                               ;Alba           ;AB;0;22139
Stei-Arieseni                          ;Alba           ;AB;43;22140
Stertesti                              ;Alba           ;AB;22;27698
Stiuleti                               ;Alba           ;AB;36;22141
Straja                                 ;Alba           ;AB;0;10150
Stremt                                 ;Alba           ;AB;0;10151
Strungari                              ;Alba           ;AB;35;18530
Sturu                                  ;Alba           ;AB;39;27699
Sub Piatra                             ;Alba           ;AB;75;22211
Sucesti                                ;Alba           ;AB;38;27700
SUGAG                                  ;Alba           ;AB;30;18531
Surdesti                               ;Alba           ;AB;0;10152
Suseni                                 ;Alba           ;AB;34;27701
Tamboresti                             ;Alba           ;AB;24;22142
Taranesti                              ;Alba           ;AB;0;22143
Tarina                                 ;Alba           ;AB;0;27702
Tarsa                                  ;Alba           ;AB;26;22144
Tarsa-Plai                             ;Alba           ;AB;28;22145
Tartaria                               ;Alba           ;AB;30;18532
Tatarlaua                              ;Alba           ;AB;30;26657
Tau                                    ;Alba           ;AB;35;27703
Tau Bistra                             ;Alba           ;AB;45;22146
Tauni                                  ;Alba           ;AB;55;10153
Tauti                                  ;Alba           ;AB;0;10154
Tecsesti                               ;Alba           ;AB;85;22147
Teiu                                   ;Alba           ;AB;30;27704
Teius                                  ;Alba           ;AB;0;10155
Teleac                                 ;Alba           ;AB;0;10156
Telna                                  ;Alba           ;AB;0;10157
Tibru                                  ;Alba           ;AB;45;10159
Tifra                                  ;Alba           ;AB;0;27705
Tiur                                   ;Alba           ;AB;0;10160
Toci                                   ;Alba           ;AB;74;27706
Tolacesti                              ;Alba           ;AB;0;27707
Tomesti                                ;Alba           ;AB;85;22148
Tomnatec                               ;Alba           ;AB;0;22149
Tomusesti                              ;Alba           ;AB;0;27708
Tomutesti                              ;Alba           ;AB;0;22150
Tonea                                  ;Alba           ;AB;33;27709
Totesti                                ;Alba           ;AB;0;22151
Totoi                                  ;Alba           ;AB;0;10161
Trampoiele                             ;Alba           ;AB;40;22152
Trancesti                              ;Alba           ;AB;34;22153
Trifesti (Horea)                       ;Alba           ;AB;33;22154
Trifesti (Lupsa)                       ;Alba           ;AB;25;22155
Trisoresti                             ;Alba           ;AB;0;26431
Turdas                                 ;Alba           ;AB;40;27202
Uioara de Jos                          ;Alba           ;AB;36;27710
Uioara de Sus                          ;Alba           ;AB;36;27711
Ungurei                                ;Alba           ;AB;40;18533
Unirea                                 ;Alba           ;AB;30;22212
Urdes                                  ;Alba           ;AB;0;22156
Vadu Motilor                           ;Alba           ;AB;0;10162
Vai                                    ;Alba           ;AB;0;27712
Valcaneasa                             ;Alba           ;AB;0;27713
Valcea                                 ;Alba           ;AB;28;22157
Valcesti                               ;Alba           ;AB;21;27714
Vale in Jos                            ;Alba           ;AB;79;27715
Valea Abruzel                          ;Alba           ;AB;23;22158
Valea Alba                             ;Alba           ;AB;32;10164
Valea Barlutesti                       ;Alba           ;AB;44;22159
Valea Barnii                           ;Alba           ;AB;45;10165
valea bistrii                          ;Alba           ;AB;0;10166
Valea Bucurului                        ;Alba           ;AB;60;22160
