city;county;county_code;km;id_fan
Cocorova                               ;Gorj           ;GJ;65;16811
Cojani                                 ;Gorj           ;GJ;26;16812
Cojmanesti                             ;Gorj           ;GJ;35;16813
Colibasi                               ;Gorj           ;GJ;25;26849
Coltesti                               ;Gorj           ;GJ;51;25532
Condeiesti                             ;Gorj           ;GJ;35;25507
Copacioasa                             ;Gorj           ;GJ;0;16814
Cornesti                               ;Gorj           ;GJ;0;16815
Cornetu                                ;Gorj           ;GJ;40;26848
Corobai                                ;Gorj           ;GJ;37;16816
Corsoru                                ;Gorj           ;GJ;55;25533
Costeni                                ;Gorj           ;GJ;40;16817
Costesti                               ;Gorj           ;GJ;75;25460
Covrigi                                ;Gorj           ;GJ;24;16818
Crasna                                 ;Gorj           ;GJ;25;16819
Crasna din Deal                        ;Gorj           ;GJ;25;25461
Cretesti                               ;Gorj           ;GJ;30;16820
Croici                                 ;Gorj           ;GJ;15;16821
Cruset                                 ;Gorj           ;GJ;25;16822
Curpen                                 ;Gorj           ;GJ;0;16823
Cursaru                                ;Gorj           ;GJ;46;16824
Curteana                               ;Gorj           ;GJ;26;16825
Curtisoara                             ;Gorj           ;GJ;0;16826
Dambova                                ;Gorj           ;GJ;0;16827
Danciulesti                            ;Gorj           ;GJ;98;16828
Danesti                                ;Gorj           ;GJ;0;16829
Dealu Leului                           ;Gorj           ;GJ;60;25462
Dealu Pomilor                          ;Gorj           ;GJ;0;25463
Dealu Spirei                           ;Gorj           ;GJ;54;25534
Dealu Viei                             ;Gorj           ;GJ;52;25508
Dealu Viilor                           ;Gorj           ;GJ;25;25509
Deleni                                 ;Gorj           ;GJ;35;26846
Didilesti                              ;Gorj           ;GJ;22;25464
Dobrana                                ;Gorj           ;GJ;35;16830
Dobrita                                ;Gorj           ;GJ;0;16831
Dolcesti                               ;Gorj           ;GJ;45;16832
Doseni                                 ;Gorj           ;GJ;31;25535
Dragoeni                               ;Gorj           ;GJ;0;16833
Dragoiesti                             ;Gorj           ;GJ;30;16834
Dragotesti                             ;Gorj           ;GJ;36;16835
Dragutesti                             ;Gorj           ;GJ;0;16836
Duculesti                              ;Gorj           ;GJ;45;25465
Dumbraveni                             ;Gorj           ;GJ;35;16837
Fantanele                              ;Gorj           ;GJ;45;16838
Farcasesti                             ;Gorj           ;GJ;34;16839
Farcasesti-Mosneni                     ;Gorj           ;GJ;33;25466
Floresteni                             ;Gorj           ;GJ;35;25510
Floresti                               ;Gorj           ;GJ;55;16840
Francesti                              ;Gorj           ;GJ;0;16841
Frasin                                 ;Gorj           ;GJ;42;16842
Fratesti                               ;Gorj           ;GJ;0;16843
Frumusei                               ;Gorj           ;GJ;40;19081
Frunza                                 ;Gorj           ;GJ;54;16844
Galcesti                               ;Gorj           ;GJ;50;19059
Galesoaia                              ;Gorj           ;GJ;0;25467
Gamani                                 ;Gorj           ;GJ;0;25468
Garbovu                                ;Gorj           ;GJ;54;16845
Gavanesti                              ;Gorj           ;GJ;20;16846
Gilortu                                ;Gorj           ;GJ;40;16847
Glodeni                                ;Gorj           ;GJ;25;16848
Glogova                                ;Gorj           ;GJ;0;16849
Godinesti                              ;Gorj           ;GJ;35;16850
Gornacel                               ;Gorj           ;GJ;0;16851
Gornovita                              ;Gorj           ;GJ;37;16852
Groserea                               ;Gorj           ;GJ;52;16853
Grui                                   ;Gorj           ;GJ;0;16854
Gura susitei                           ;Gorj           ;GJ;69;25511
Gura-Menti                             ;Gorj           ;GJ;54;25469
Gureni                                 ;Gorj           ;GJ;22;16855
Haiesti                                ;Gorj           ;GJ;31;16856
Halangesti                             ;Gorj           ;GJ;62;25470
Hirisesti                              ;Gorj           ;GJ;25;16857
Hobita                                 ;Gorj           ;GJ;25;16858
Hodoreasca                             ;Gorj           ;GJ;25;16859
Horasti                                ;Gorj           ;GJ;0;16860
